filename,AU_last,year,journal,journal_type,article_type,host,host_taxonomy,age_measure,levels_in_age_category,parasite_species,parasite_type,parasite_taxonomy,other_drivers_parasitism,is_age_primary_focus?,type of age~parasite relationship
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Opechona_retractilis,digenean,endoparasite,site_and_season,yes,unknown
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Podocotyle_atomon,digenean,endoparasite,site_and_season,yes,negative
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Stephanostomum_pristis,digenean,endoparasite,site_and_season,yes,negative
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Derogenes_varicus,digenean,endoparasite,site_and_season,yes,positive
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Lecithaster_gobbosus,digenean,endoparasite,site_and_season,yes,negative
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Hemiurus_communis,digenean,endoparasite,site_and_season,yes,positive
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Crypiocotyle_lingua,digenean,endoparasite,site_and_season,yes,non-significant
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Scolex_polymorphus,cestode,endoparasite,site_and_season,yes,unknown
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Grillotia_erinaceus,cestode,endoparasite,site_and_season,yes,positive
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Echinorhynchus_gadi,acanthocephalan,endoparasite,site_and_season,yes,positive
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Contracaecum_clavatum,nematode,endoparasite,site_and_season,yes,positive
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,CIaveIla_uncinata,copepod,endoparasite,site_and_season,yes,negative
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Lernaeocera_branchialis,copepod,endoparasite,site_and_season,yes,positive
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Caligus_rapax,copepod,endoparasite,site_and_season,yes,unknown
Silveira_&_Calegaro-Marques_2016,Silveira,2016,Austral Ecology,ecology,empirical,Vanellus chilensis,bird,categorical,2,Leucochloridium_parcum,digenean,endoparasite,sex,yes,positive
Silveira_&_Calegaro-Marques_2016,Silveira,2016,Austral Ecology,ecology,empirical,Vanellus chilensis,bird,categorical,2,Athesmia_sp,digenean,endoparasite,sex,yes,non-linear
Silveira_&_Calegaro-Marques_2016,Silveira,2016,Austral Ecology,ecology,empirical,Vanellus chilensis,bird,categorical,2,Infula_macrophallus,eucestoda,endoparasite,sex,yes,non-significant
Silveira_&_Calegaro-Marques_2016,Silveira,2016,Austral Ecology,ecology,empirical,Vanellus chilensis,bird,categorical,2,Plagiorhynchus_sp,acanthocephala,endoparasite,sex,yes,negative
Silveira_&_Calegaro-Marques_2016,Silveira,2016,Austral Ecology,ecology,empirical,Vanellus chilensis,bird,categorical,2,Centrorhynchus_sp,acanthocephala,endoparasite,sex,yes,negative
Silveira_&_Calegaro-Marques_2016,Silveira,2016,Austral Ecology,ecology,empirical,Vanellus chilensis,bird,categorical,2,Mediorhynchus_sp,acanthocephala,endoparasite,sex,yes,non-linear
Silveira_&_Calegaro-Marques_2016,Silveira,2016,Austral Ecology,ecology,empirical,Vanellus chilensis,bird,categorical,2,Gigantorhynchida,acanthocephala,endoparasite,sex,yes,negative
Silveira_&_Calegaro-Marques_2016,Silveira,2016,Austral Ecology,ecology,empirical,Vanellus chilensis,bird,categorical,2,Capillariidae,nematode ,endoparasite,sex,yes,negative
Silveira_&_Calegaro-Marques_2016,Silveira,2016,Austral Ecology,ecology,empirical,Vanellus chilensis,bird,categorical,2,Heterakis_psophiae,nematode ,endoparasite,sex,yes,negative
Silveira_&_Calegaro-Marques_2016,Silveira,2016,Austral Ecology,ecology,empirical,Vanellus chilensis,bird,categorical,2,Dispharynx_nasuta,nematode ,endoparasite,sex,yes,negative
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Eimeria_muta,protozoan,endoparasite,sex_and_age,yes,non-significant
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Eimeria_rjupa,protozoan,endoparasite,sex_and_age,yes,negative
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Blastocystis_sp,heterokontyophyt,endoparasite,sex_and_age,yes,positive
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Capillaria_caudinflata,nematode,endoparasite,sex_and_age,yes,non-significant
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Trichostrongylus_tenuis,nematode,endoparasite,sex_and_age,yes,positive
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Passerilepis_serpentulus,cestode,endoparasite,sex_and_age,yes,negative
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Metamicrolichus_islandicus,mite,ectoparasite,sex_and_age,yes,negative
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Strelkoviacarus_holoaspis,mite,ectoparasite,sex_and_age,yes,non-significant
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Tetraolichus_lagopi,mite,ectoparasite,sex_and_age,yes,non-significant
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Myialges_borealis,mite,ectoparasite,sex_and_age,yes,non-significant
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Goniodes_lagopi,lice,ectoparasite,sex_and_age,yes,negative
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Lagopoecus_affinis,lice,ectoparasite,sex_and_age,yes,negative
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Amyrsidea_lagopi,lice,ectoparasite,sex_and_age,yes,non-significant
Skirnisson_et_al_2012,Skirnisson,2012,Comparative Parasitology,parasitology,empirical,Lagopus_muta,bird,categorical,2,Ornithomya_chloropus,louse_fly,ectoparasite,sex_and_age,yes,negative
Sol_et_al_2003,Sol,2003,Populaton Ecology,ecology,empirical,Columba_livia,bird,categorical,2,Haemoproteus_columbae,blood_parasite,endoparasite,age,yes,negative
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_rattus,mammal,continuous,,Ornithonyssus_bacoti,mite,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_rattus,mammal,continuous,,Radfordia_ensifera,mite,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_rattus,mammal,continuous,,Laelaps_nuttalli,mite,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_rattus,mammal,continuous,,Echidnophaga_gallinacea,flea,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_rattus,mammal,continuous,,Leptopsylla_segnis,flea,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_rattus,mammal,continuous,,Xenopsylla_cheopis,flea,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_rattus,mammal,continuous,,Polypla_spinulosa,lice,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_norvegicus,mammal,continuous,,Ornithonyssus_bacoti,mite,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_norvegicus,mammal,continuous,,Radfordia_ensifera,mite,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_norvegicus,mammal,continuous,,Laelaps_nuttalli,mite,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_norvegicus,mammal,continuous,,Echidnophaga_gallinacea,flea,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_norvegicus,mammal,continuous,,Leptopsylla_segnis,flea,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_norvegicus,mammal,continuous,,Xenopsylla_cheopis,flea,ectoparasite,sex_and_age,yes,positive
Soliman_et_al_2001,Soliman,2001,Journal of Parasitology,parasitology,empirical,Rattus_norvegicus,mammal,continuous,,Polypla_spinulosa,lice,ectoparasite,sex_and_age,yes,positive
Sorci_1996,Sorci,1996,The Journal of Parasitology,parasitology,empirical,Laceria_vivipara,reptile/amphibian,categorical,5,Haemogregarines,protozoa,endoparasite,age,yes,positive
Stankiewicz_et_al_1996,Stankiewicz,1996,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,4,Eimeria_sp,coccidia,endoparasite,site,yes,non-linear
Stankiewicz_et_al_1996,Stankiewicz,1996,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,4,Parastrongyloides_trichosuri,nematode,endoparasite,site,yes,positive
Stankiewicz_et_al_1996,Stankiewicz,1996,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,4,Trichostrongylus_spp,nematode,endoparasite,site,yes,non-linear
Stankiewicz_et_al_1996,Stankiewicz,1996,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,4,Paraustrostrongylus_trichosuri,nematode,endoparasite,site,yes,unknown
Stankiewicz_et_al_1996,Stankiewicz,1996,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,4,Bertiella_trichosuri,cestode,endoparasite,site,yes,unknown
Stankiewicz_et_al_1996,Stankiewicz,1996,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,4,Trichosurolaelaps_crassipes,mite,ectoparasite,site,yes,unknown
Stankiewicz_et_al_1996,Stankiewicz,1996,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,4,Petrogalochirus_dycei,mite,ectoparasite,site,yes,unknown
Stankiewicz_et_al_1996,Stankiewicz,1996,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,4,Atellana_papilio,mite,ectoparasite,site,yes,unknown
Stankiewicz_et_al_1996,Stankiewicz,1996,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,4,Murichirus_anabiotus,mite,ectoparasite,site,yes,unknown
Susdorf_et_al_2018,Susdorf,2018,Marine Ecology Progress Series,general biology,empirical,Salmo_salar,fish,continuous,,Lepeophtheirus_salmonis,lice,ectoparasite,somatic_condition,no,non-significant
Thille_et_al_2019,Thille,2019,Veterinary World,disease,empirical,Rattus_norvegicus,mammal,categorical,2,mesotigmatid,mite,ectoparasite,sex_and_age,yes,positive
Thille_et_al_2019,Thille,2019,Veterinary World,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Atopomelidae,mite,ectoparasite,sex_and_age,yes,positive
Thille_et_al_2019,Thille,2019,Veterinary World,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Listrophoridae,mite,ectoparasite,sex_and_age,yes,positive
Thille_et_al_2019,Thille,2019,Veterinary World,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Polypox_spp,lice,ectoparasite,sex_and_age,yes,positive
Thille_et_al_2019,Thille,2019,Veterinary World,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Myobiidae,mite,ectoparasite,sex_and_age,yes,positive
Thompson_et_al_1998,Thomspon,1998,Parasitology,parasitology,empirical,Phoca_vitulina,mammal,categorical,2,Echinophthirius_horridus,lice,ectoparasite,food_availability,yes,non-linear
Tsuji_&_Deluliis_2003,Tsuji,2003,Arctic,general biology,empirical,Tympanuchus_phasianellus_phasianellus,bird,categorical,2,Seurocyrnea_colini,nematode,endoparasite,lek_position,yes,non-significant
Tsuji_&_Deluliis_2003,Tsuji,2003,Arctic,general biology,empirical,Tympanuchus_phasianellus_phasianellus,bird,categorical,2,Heterakis_gallinae,nematode,endoparasite,lek_position,yes,non-significant
vanOres_et_al_2010,vanOres,2010,Journal of Ornithology,general biology,empirical,Acrocephalus_sechellensis,bird,categorical,3,Haemoproteus,malaria,virus,sex_and_age,yes,negative
Veine-Smith_et_al_2011,Veine-Smith,2011,Comparative Parasitology,parasitology,empirical,Martes_ameriana,mammal,categorical,3,Capillaria_putorii,nematode,endoparasite,sex_and_age,yes,negative
Veine-Smith_et_al_2011,Veine-Smith,2011,Comparative Parasitology,parasitology,empirical,Martes_ameriana,mammal,categorical,3,Physaloptera_maxillaris,nematode,endoparasite,sex_and_age,yes,non-significant
Veine-Smith_et_al_2011,Veine-Smith,2011,Comparative Parasitology,parasitology,empirical,Martes_ameriana,mammal,categorical,3,Crenosoma_sp,nematode,endoparasite,sex_and_age,yes,non-significant
Veine-Smith_et_al_2011,Veine-Smith,2011,Comparative Parasitology,parasitology,empirical,Martes_ameriana,mammal,categorical,3,Filaroides_martis,nematode,endoparasite,sex_and_age,yes,non-significant
Veine-Smith_et_al_2011,Veine-Smith,2011,Comparative Parasitology,parasitology,empirical,Martes_ameriana,mammal,categorical,3,Alaria_sp,nematode,endoparasite,sex_and_age,yes,negative
Veine-Smith_et_al_2011,Veine-Smith,2011,Comparative Parasitology,parasitology,empirical,Martes_ameriana,mammal,categorical,3,Giardia_sp,nematode,endoparasite,sex_and_age,yes,non-significant
Veine-Smith_et_al_2011,Veine-Smith,2011,Comparative Parasitology,parasitology,empirical,Martes_ameriana,mammal,categorical,3,Cryptosporidium_sp,nematode,endoparasite,sex_and_age,yes,non-significant
Vicente_et_al_2007,Vicente,2007,Naturwissenschaften,general biology,empirical,Cervus_elaphus,mammal,categorical,4,Elaphostrongylus_cervi,nematode,endoparasite,sex_and_spleen_size,yes,?
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Oesophagostomum_sp,nematode,endoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Cephaluris_coloradensis,nematode,endoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Eugenuris_schumakowiescsi,nematode,endoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Haemonchus_sp,nematode,endoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Trichuris_sp,nematode,endoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Chbertiinae_sp,nematode,endoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Schizorchis_sp,cestode,endoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Ochotonae_sp,cestode,endoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Hymenolepis_nana,cestode,endoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Hypoderma_curzonial,fly,ectoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Pulex_sp,flea,ectoparasite,site,no,non-significant
Wang_et_al_2009,Wang,2009,Journal of Wildlife Diseases,disease,empirical,Ochotona_curzoniae,mammal,continuous,,Ixodes_ovatus,tick,ectoparasite,site,no,non-significant
Watkins_&_Blouin-Demers_2019,Watkins,2019,Canadian Journal of Zoology,general biology,empirical,Sceloporus_clarkii,reptile/amphibian,categorical,2,Trombiculidae,chigger,ectoparasite,body_size,yes,non-significant
Watkins_&_Blouin-Demers_2019,Watkins,2019,Canadian Journal of Zoology,general biology,empirical,Sceloporus_clarkii,reptile/amphibian,categorical,2,Ixodida,tick,ectoparasite,body_size,yes,non-significant
Webster_et_al_2014,Webster,2014,Wildlife Biology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,2,Ixodes_trichosuri,tick,ectoparasite,habitat,no,non-significant
Webster_et_al_2014,Webster,2014,Wildlife Biology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,2,Ixodes_tasmani,tick,ectoparasite,habitat,no,non-significant
Webster_et_al_2014,Webster,2014,Wildlife Biology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,2,Ixodes_holocyclus,tick,ectoparasite,habitat,no,non-significant
Webster_et_al_2014,Webster,2014,Wildlife Biology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,2,Atellana_papilio,mite,ectoparasite,habitat,no,non-significant
Webster_et_al_2014,Webster,2014,Wildlife Biology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,2,Trichosurolaelaps_crassipes,mite,ectoparasite,habitat,no,non-significant
Webster_et_al_2014,Webster,2014,Wildlife Biology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,2,Echidnophaga_myrmecobii,flea,ectoparasite,habitat,no,non-significant
Webster_et_al_2014,Webster,2014,Wildlife Biology,general biology,empirical,Trichosurus_vulpecula,mammal,categorical,2,Ctenocephalides_felis,flea,ectoparasite,habitat,no,non-significant
White_&_Gray_2020,White,2020,Journal of Aquatic Animal Health,general biology,empirical,Salvelinus_fontinalis,fish,continuous,,Salmincola_edwardsii,copepod,ectoparasite,attatchment_location,no,non-significant
Young_et_al_2013,Young,2013,Journal of Parasitology,parasitology,empirical,Negaprion_brevirostris,fish,categorical,2,Dermophthirius_nigrellii,monogenoid,ectoparasite,age,yes,non-linear
Yunik_et_al_2016,Yunik,2016,Canadian Entomological Society,general biology,empirical,Urocitellus_richardsonii,mammal,categorical,2,Linognathoides_laeviusculus,lice,ectoparasite,season,yes,negative
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_daubentonii,mammal,categorical,2,Spinturnicidae,mite,ectoparasite,body_condition,yes,non-significant
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_daubentonii,mammal,categorical,2,Macronyssidae,mite,ectoparasite,body_condition,yes,non-significant
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_daubentonii,mammal,categorical,2,Nycteribiidae,true_fly,ectoparasite,body_condition,yes,non-significant
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_myotis,mammal,categorical,2,Spinturnicidae,mite,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_myotis,mammal,categorical,2,Macronyssidae,mite,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_myotis,mammal,categorical,2,Sarcoptidae,mite,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_myotis,mammal,categorical,2,Ischnopsyllidae,flea,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_myotis,mammal,categorical,2,Spinturnicidae,mite,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_myotis,mammal,categorical,2,Nycteribiidae,true_fly,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_mystacinus,mammal,categorical,2,Spinturnicidae,mite,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_mystacinus,mammal,categorical,2,Ischnopsyllidae,flea,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_nattereri,mammal,categorical,2,Macronyssidae,mite,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Myotis_nattereri,mammal,categorical,2,Ischnopsyllidae,flea,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Nytalus_noctula,mammal,categorical,2,Spinturnicidae,mite,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Nytalus_noctula,mammal,categorical,2,Macronyssidae,mite,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Nytalus_noctula,mammal,categorical,2,Ischnopsyllidae,flea,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Nytalus_noctula,mammal,categorical,2,Cimicidae,bug,ectoparasite,body_condition,yes,non-linear
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Pipistrellus_pipistrellus,mammal,categorical,2,Macronyssidae,mite,ectoparasite,body_condition,yes,non-significant
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Pipistrellus_pipistrellus,mammal,categorical,2,Ischnopsyllidae,flea,ectoparasite,body_condition,yes,non-significant
Zahn_&_Rupp_2006,Zahn,2006,Zoological Society of London,general biology,empirical,Pipistrellus_pipistrellus,mammal,categorical,2,Argasidae,tick,ectoparasite,body_condition,yes,non-significant
Zhao_et_al_2013,Zhao,2013,Florida Entomologist,general biology,empirical,Bactrocera_cucurbitae,invertebrate,categorical,6,Pachycrepoideus_vindemmiae,wasp,ectoparasite,age,yes,non-linear
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
